keyword,product_id,product_name,url,currency,original_price_min,original_price_max,final_price_min,final_price_max,discount_percent,category_1,category_2,category_3,rating,review_count,sold,star_1,star_2,star_3,star_4,star_5,seller_id,seller_name,seller_rating,seller_followers,seller_product,seller_response_rate,seller_response_time,seller_joined,price_avg,price_range,seller_age
smartwatch,57303278238,"Samsung smartwatch S11 Pro Max Original with 2.1"" HD AMOLED Display GPS NFC Waterproof Bluetooth Call Smartwatch wanita pria wireless charging Dan Ganti Wallpapper Jam Tangan Smartwatch Jam Tangan Wanita",https://shopee.co.id/Samsung-smartwatch-S11-Pro-Max-Original-with-2.1-HD-AMOLED-Display-GPS-NFC-Waterproof-Bluetooth-Call-Smartwatch-wanita-pria-wireless-charging-Dan-Ganti-Wallpapper-Jam-Tangan-Smartwatch-Jam-Tangan-Wanita-i.1684437166.57303278238?extraParams=%7B%22display_model_id%22%3A405315417550%2C%22model_selection_logic%22%3A3%7D&sp_atk=257136ca-9f1c-46bb-b539-d1e37832c3a5&xptdk=257136ca-9f1c-46bb-b539-d1e37832c3a5,IDR,890000.0,890000.0,145000.0,145000.0,84,Mobile & Accessories,Wearable Devices,Smartwatches & Fitness Trackers,4.7,256.0,650.0,3.0,4.0,10.0,45.0,194.0,1684437166,SVMSUNG iwatch Toko,256.0,42.0,1.0,100.0,2,7 months ago,145000.0,0.0,7
smartwatch,46308629579,[HOT] Aolon Curve Smartwatch Strava Tahan Air IP68 100+ mode Olahraga Mendukung Panggilan Bluetooth Tampilan Jam Tangan Kustom Smartwatch Pria Wanita,https://shopee.co.id/-HOT-Aolon-Curve-Smartwatch-Strava-Tahan-Air-IP68-100-mode-Olahraga-Mendukung-Panggilan-Bluetooth-Tampilan-Jam-Tangan-Kustom-Smartwatch-Pria-Wanita-i.954631216.46308629579?extraParams=%7B%22display_model_id%22%3A307525798950%2C%22model_selection_logic%22%3A3%7D&sp_atk=1080869a-a58d-458e-b558-4ff11c3c51ee&xptdk=1080869a-a58d-458e-b558-4ff11c3c51ee,IDR,247480.0,247480.0,247480.0,247480.0,0,Mobile & Accessories,Wearable Devices,Smartwatches & Fitness Trackers,4.8,115.0,289.0,2.0,0.0,3.0,8.0,102.0,954631216,Aolon Authorized Store Nabire,1900.0,1000.0,36.0,100.0,1,3 years ago,247480.0,0.0,3
tablet,51961836952,"[BARU | FREE PEN] HUAWEI MatePad Mini 12GB + 256GB Tablet | Ultra-light, Ultra-thin | 8.8"" Flexible OLED PaperMatte Display | AI WPS Office 3.0",https://shopee.co.id/-BARU-FREE-PEN-HUAWEI-MatePad-Mini-12GB-256GB-Tablet-Ultra-light-Ultra-thin-8.8-Flexible-OLED-PaperMatte-Display-AI-WPS-Office-3.0-i.39372120.51961836952?extraParams=%7B%22display_model_id%22%3A416039992450%2C%22model_selection_logic%22%3A3%7D&sp_atk=dcea858a-3cf5-4323-ad0c-2701a44a608f&xptdk=dcea858a-3cf5-4323-ad0c-2701a44a608f,IDR,8899000.0,8899000.0,8899000.0,8899000.0,0,Mobile & Accessories,Tablets,Huawei,5.0,419.0,1000.0,1.0,1.0,0.0,1.0,408.0,39372120,Huawei Official Store,760700.0,2300000.0,55.0,100.0,1,9 years ago,8899000.0,0.0,9
tablet,49554410513,"[7.7 Voucher s/d 20% | FREE PEN] HUAWEI MatePad 11.5” New Standard Edition Tablet | WPS Office 3.0 Tingkat PC Eksklusif | 10,100 mAh 40W HUAWEI SuperCharge",https://shopee.co.id/-7.7-Voucher-s-d-20-FREE-PEN-HUAWEI-MatePad-11.5%E2%80%9D-New-Standard-Edition-Tablet-WPS-Office-3.0-Tingkat-PC-Eksklusif-10-100-mAh-40W-HUAWEI-SuperCharge-i.39372120.49554410513?extraParams=%7B%22display_model_id%22%3A380483567734%2C%22model_selection_logic%22%3A3%7D&sp_atk=d2de67a1-4bb2-4483-9311-668ac49a4903&xptdk=d2de67a1-4bb2-4483-9311-668ac49a4903,IDR,6999000.0,6999000.0,6398000.0,6398000.0,9,Mobile & Accessories,Tablets,Huawei,5.0,7900.0,10000.0,18.0,6.0,32.0,208.0,7700.0,39372120,Huawei Official Store,760700.0,2300000.0,55.0,100.0,1,9 years ago,6398000.0,0.0,9
tablet,41926281164,ANAKTEK Kids Tablet Astronaut 8+256 GB WiFi Versi | Tablet Belajar | Tablet Anak | Tablet Edukasi,https://shopee.co.id/ANAKTEK-Kids-Tablet-Astronaut-8-256-GB-WiFi-Versi-Tablet-Belajar-Tablet-Anak-Tablet-Edukasi-i.113948437.41926281164?extraParams=%7B%22display_model_id%22%3A355102350367%2C%22model_selection_logic%22%3A3%7D&sp_atk=a3fa26b0-08fc-445e-b5d7-d639dc57ea16&xptdk=a3fa26b0-08fc-445e-b5d7-d639dc57ea16,IDR,1999000.0,2199000.0,772240.0,899000.0,61,Mobile & Accessories,Tablets,Other Tablets,4.8,494.0,1000.0,8.0,1.0,9.0,35.0,441.0,113948437,SELECTINDO,15000.0,19800.0,53.0,100.0,1,8 years ago,835620.0,126760.0,8
tablet,25585064981,[FREE CASE] Advan Tab A10 WIFI Only 4GB/64GB 10.1'' IPS Screen Tablet 5000mAh Andorid 14 - Garansi Resmi 1 Tahun,https://shopee.co.id/-FREE-CASE-Advan-Tab-A10-WIFI-Only-4GB-64GB-10.1''-IPS-Screen-Tablet-5000mAh-Andorid-14-Garansi-Resmi-1-Tahun-i.919692407.25585064981?extraParams=%7B%22display_model_id%22%3A207741731475%2C%22model_selection_logic%22%3A3%7D&sp_atk=3162affe-2882-4165-8b81-9e58c6ab8c5c&xptdk=3162affe-2882-4165-8b81-9e58c6ab8c5c,IDR,1489000.0,1489000.0,1489000.0,1489000.0,0,Mobile & Accessories,Tablets,Advan,4.8,7300.0,10000.0,115.0,26.0,78.0,415.0,6700.0,919692407,Advan Notebook Official Store,278600.0,377500.0,123.0,100.0,1,4 years ago,1489000.0,0.0,4
tablet,27353298471,"[7.7 Voucher s/d 20% | TOP 1] HUAWEI MatePad SE 11"" Tablet [up to 8+128GB] | FHD+ Eye Comfort Display | 7700mAh | Metal Unibody",https://shopee.co.id/-7.7-Voucher-s-d-20-TOP-1-HUAWEI-MatePad-SE-11-Tablet-up-to-8-128GB-FHD-Eye-Comfort-Display-7700mAh-Metal-Unibody-i.39372120.27353298471?extraParams=%7B%22display_model_id%22%3A236758332076%2C%22model_selection_logic%22%3A3%7D&sp_atk=fa7457fd-506a-4e4d-8d5c-67bfca1af3e4&xptdk=fa7457fd-506a-4e4d-8d5c-67bfca1af3e4,IDR,2599000.0,3999000.0,2599000.0,3599000.0,10,Mobile & Accessories,Tablets,Huawei,4.9,25300.0,10000.0,127.0,57.0,203.0,1300.0,23600.0,39372120,Huawei Official Store,760700.0,2300000.0,55.0,100.0,1,9 years ago,3099000.0,1000000.0,9
tablet,26207216977,"[7.7 Voucher s/d 20%] HUAWEI MatePad SE 11"" Tablet [4+128GB] | FHD+ Eye Comfort Display | 7700mAh | Metal Unibody",https://shopee.co.id/-7.7-Voucher-s-d-20-HUAWEI-MatePad-SE-11-Tablet-4-128GB-FHD-Eye-Comfort-Display-7700mAh-Metal-Unibody-i.39372120.26207216977?extraParams=%7B%22display_model_id%22%3A148735807607%2C%22model_selection_logic%22%3A3%7D&sp_atk=6ad927f3-6ef0-4676-8daa-be82d23ba828&xptdk=6ad927f3-6ef0-4676-8daa-be82d23ba828,IDR,2599000.0,2599000.0,2598000.0,2598000.0,1,Mobile & Accessories,Tablets,Huawei,4.9,16500.0,10000.0,62.0,24.0,90.0,750.0,15500.0,39372120,Huawei Official Store,760700.0,2300000.0,55.0,100.0,1,9 years ago,2598000.0,0.0,9
tablet,56202574102,Samsung Galaxy Tab A11+ Wifi 5G 6/128 GB 6GB 128GB Tablet 11 Inch,https://shopee.co.id/Samsung-Galaxy-Tab-A11-Wifi-5G-6-128-GB-6GB-128GB-Tablet-11-Inch-i.1614538961.56202574102?extraParams=%7B%22display_model_id%22%3A208839628753%2C%22model_selection_logic%22%3A3%7D&sp_atk=34d51700-8bd9-4581-be59-125b872d501f&xptdk=34d51700-8bd9-4581-be59-125b872d501f,IDR,5099000.0,6599000.0,4180000.0,5447000.0,18,Mobile & Accessories,Tablets,Samsung,5.0,626.0,1000.0,1.0,0.0,3.0,13.0,608.0,1614538961,Super Gadget Official Store,6700.0,4300.0,100.0,100.0,2,10 months ago,4813500.0,1267000.0,10
tablet,28374610393,[ READY INSTANT ] Xiaomi Redmi Pad 2 4/128GB | GARANSI RESMI XIAOMI INDONESIA,https://shopee.co.id/-READY-INSTANT-Xiaomi-Redmi-Pad-2-4-128GB-GARANSI-RESMI-XIAOMI-INDONESIA-i.331211968.28374610393?extraParams=%7B%22display_model_id%22%3A311028601479%2C%22model_selection_logic%22%3A3%7D&sp_atk=1b5d5c49-0233-4cc9-a587-2372111c1132&xptdk=1b5d5c49-0233-4cc9-a587-2372111c1132,IDR,2774000.0,2774000.0,2774000.0,2774000.0,0,Mobile & Accessories,Tablets,Xiaomi,5.0,543.0,1000.0,1.0,0.0,2.0,8.0,531.0,331211968,Depok Laptop,12000.0,5300.0,248.0,100.0,1,6 years ago,2774000.0,0.0,6
tablet,29427724218,Xiaomi Pad 7 (8/256GB) | Snapdragon 7+ Gen 3 | Layar 11.2 3.2K 144Hz Dolby Vision Atmos | Ultra-thin & lightweight | Xiaomi HyperAI [Official Store],https://shopee.co.id/Xiaomi-Pad-7-(8-256GB)-Snapdragon-7-Gen-3-Layar-11.2-3.2K-144Hz-Dolby-Vision-Atmos-Ultra-thin-lightweight-Xiaomi-HyperAI-Official-Store--i.51925611.29427724218?extraParams=%7B%22display_model_id%22%3A223861057011%2C%22model_selection_logic%22%3A3%7D&sp_atk=b971eb0d-ad06-4eba-a849-446c4f35b4a8&xptdk=b971eb0d-ad06-4eba-a849-446c4f35b4a8,IDR,5499000.0,5499000.0,5499000.0,5499000.0,0,Mobile & Accessories,Tablets,Xiaomi,4.9,2300.0,4000.0,38.0,9.0,19.0,85.0,2100.0,51925611,Xiaomi Official Store,3200000.0,3400000.0,341.0,95.0,2,8 years ago,5499000.0,0.0,8
tablet,18892241824,"Redmi Pad 2 | Redmi Pad 2 4G (4GB/256GB) SIM Card | Redmi Pad 2 (4/128G) Wi-Fi Only | 11"" 2.5K Layar Super-jernih | Baterai jumbo 9000mAh (typ) | Helio G100-Ultra | 4 Speaker didukung Dolby Atmos® [Xiaomi Official Store]",https://shopee.co.id/Redmi-Pad-2-Redmi-Pad-2-4G-(4GB-256GB)-SIM-Card-Redmi-Pad-2-(4-128G)-Wi-Fi-Only-11-2.5K-Layar-Super-jernih-Baterai-jumbo-9000mAh-(typ)-Helio-G100-Ultra-4-Speaker-didukung-Dolby-Atmos%C2%AE-Xiaomi-Official-Store--i.51925611.18892241824?extraParams=%7B%22display_model_id%22%3A167823447536%2C%22model_selection_logic%22%3A3%7D&sp_atk=f0166bdd-c4a0-491f-9e02-ae65fdfea037&xptdk=f0166bdd-c4a0-491f-9e02-ae65fdfea037,IDR,2699000.0,2699000.0,2699000.0,2699000.0,0,Mobile & Accessories,Tablets,Xiaomi,4.9,40400.0,10000.0,118.0,51.0,251.0,1800.0,38100.0,51925611,Xiaomi Official Store,3200000.0,3400000.0,341.0,95.0,2,8 years ago,2699000.0,0.0,8
tablet,51300249018,"[ READY INSTANT ] Infinix XPAD 20 Pro 8/256GB - Mediatek G100 Ultimate - 12"" 2K 90Hz - 8000 mAh - 4G LTE",https://shopee.co.id/-READY-INSTANT-Infinix-XPAD-20-Pro-8-256GB-Mediatek-G100-Ultimate-12-2K-90Hz-8000-mAh-4G-LTE-i.331211968.51300249018?extraParams=%7B%22display_model_id%22%3A297095841527%2C%22model_selection_logic%22%3A3%7D&sp_atk=bd6615ec-012a-4360-8dae-a54bcb560259&xptdk=bd6615ec-012a-4360-8dae-a54bcb560259,IDR,4174000.0,4174000.0,4174000.0,4174000.0,0,Mobile & Accessories,Tablets,Infinix,5.0,68.0,124.0,0.0,0.0,0.0,1.0,67.0,331211968,Depok Laptop,12000.0,5300.0,248.0,100.0,1,6 years ago,4174000.0,0.0,6
tablet,46254176087,"TAGOCHI Tablet Anak P12 Baru 11.6 inch RAM 16GB+1024GB - Layar Definisi Tinggi, Support 5G Dual SIM & WiFi, PRO 12 PAD Tablet Android Serbaguna untuk Belajar, Hiburan dan Kantor dengan Garansi Resmi",https://shopee.co.id/TAGOCHI-Tablet-Anak-P12-Baru-11.6-inch-RAM-16GB-1024GB-Layar-Definisi-Tinggi-Support-5G-Dual-SIM-WiFi-PRO-12-PAD-Tablet-Android-Serbaguna-untuk-Belajar-Hiburan-dan-Kantor-dengan-Garansi-Resmi-i.1622551968.46254176087?extraParams=%7B%22display_model_id%22%3A406094904060%2C%22model_selection_logic%22%3A3%7D&sp_atk=f175f428-dabe-407d-86ab-ccf27046ba64&xptdk=f175f428-dabe-407d-86ab-ccf27046ba64,IDR,1588800.0,1588800.0,1588800.0,1588800.0,0,Mobile & Accessories,Tablets,Other Tablets,4.8,85.0,186.0,1.0,1.0,1.0,4.0,78.0,1622551968,TAGOCHI Tangerang Authorized Store,1400.0,1400.0,36.0,100.0,1,10 months ago,1588800.0,0.0,10
tablet,44957017976,Samsung Galaxy Tab A11+ 6/128GB 5G Cell | WiFi Only Tab A 11 Plus Garansi Resmi,https://shopee.co.id/Samsung-Galaxy-Tab-A11-6-128GB-5G-Cell-WiFi-Only-Tab-A-11-Plus-Garansi-Resmi-i.1648296247.44957017976?extraParams=%7B%22display_model_id%22%3A325625133551%2C%22model_selection_logic%22%3A3%7D&sp_atk=7284255d-43c1-4ae9-85cc-19d6b1443f15&xptdk=7284255d-43c1-4ae9-85cc-19d6b1443f15,IDR,3696560.0,3696560.0,3696560.0,3696560.0,0,Mobile & Accessories,Tablets,Samsung,5.0,2.0,18.0,0.0,0.0,0.0,0.0,2.0,1648296247,StudioPonsel Official Store,1400.0,3700.0,274.0,100.0,2,9 months ago,3696560.0,0.0,9
tablet,29758755395,Advan Tab A10 WIFI 4GB/64GB 10.1'' IPS Screen Tablet 5000mAh Andorid 14 - Garansi Resmi 1 Tahun,https://shopee.co.id/Advan-Tab-A10-WIFI-4GB-64GB-10.1''-IPS-Screen-Tablet-5000mAh-Andorid-14-Garansi-Resmi-1-Tahun-i.284666524.29758755395?extraParams=%7B%22display_model_id%22%3A251437148088%2C%22model_selection_logic%22%3A3%7D&sp_atk=1a9fe342-3e67-4ba6-8216-99e8be34894e&xptdk=1a9fe342-3e67-4ba6-8216-99e8be34894e,IDR,2599000.0,2599000.0,1499000.0,1499000.0,42,Mobile & Accessories,Tablets,Advan,4.9,1100.0,2000.0,11.0,1.0,7.0,57.0,1000.0,284666524,Advan Indonesia ID,25200.0,21800.0,98.0,100.0,1,6 years ago,1499000.0,0.0,6
tablet,28505168754,Huawei Matepad SE 11 2026 8/128 GB Tablet 11 inch Garansi Resmi,https://shopee.co.id/Huawei-Matepad-SE-11-2026-8-128-GB-Tablet-11-inch-Garansi-Resmi-i.30846303.28505168754?extraParams=%7B%22display_model_id%22%3A335874329455%2C%22model_selection_logic%22%3A3%7D&sp_atk=fd96d244-5c9a-433c-b1e5-c91f10b851e8&xptdk=fd96d244-5c9a-433c-b1e5-c91f10b851e8,IDR,4599000.0,4999000.0,3669000.0,3899000.0,22,Mobile & Accessories,Tablets,Huawei,4.9,1500.0,2000.0,3.0,4.0,10.0,65.0,1400.0,30846303,Super Gadget,57600.0,50500.0,618.0,100.0,2,9 years ago,3784000.0,230000.0,9
tablet,26442234147,Lenovo Legion Tab Snapdragon 8 Gen 3 16GB 512GB Android 14 8.8 Inch 2.5K LTPS 165Hz Gaming Tab 79ID,https://shopee.co.id/Lenovo-Legion-Tab-Snapdragon-8-Gen-3-16GB-512GB-Android-14-8.8-Inch-2.5K-LTPS-165Hz-Gaming-Tab-79ID-i.468999408.26442234147?extraParams=%7B%22display_model_id%22%3A400532659016%2C%22model_selection_logic%22%3A3%7D&sp_atk=6d512775-3f59-4ebd-9edd-3c08b71bde44&xptdk=6d512775-3f59-4ebd-9edd-3c08b71bde44,IDR,9600000.0,9600000.0,7779000.0,7779000.0,19,Mobile & Accessories,Tablets,Lenovo,4.9,202.0,383.0,1.0,0.0,1.0,11.0,189.0,468999408,Thinkpad Official Shop,35100.0,68600.0,460.0,100.0,1,5 years ago,7779000.0,0.0,5
tablet,27843805332,Samsung Galaxy Tab A11+ 5G 8/128 A11 Plus 6/128 Wifi 6/128 Garansi Resmi Sein,https://shopee.co.id/Samsung-Galaxy-Tab-A11-5G-8-128-A11-Plus-6-128-Wifi-6-128-Garansi-Resmi-Sein-i.75066549.27843805332?extraParams=%7B%22display_model_id%22%3A430925797843%2C%22model_selection_logic%22%3A3%7D&sp_atk=d4e5c2f4-d920-43e7-a247-bc854afb5555&xptdk=d4e5c2f4-d920-43e7-a247-bc854afb5555,IDR,3989000.0,3989000.0,3989000.0,3989000.0,0,Mobile & Accessories,Tablets,Samsung,5.0,314.0,751.0,0.0,0.0,1.0,4.0,308.0,75066549,ESTORE SHOP,14800.0,15300.0,120.0,100.0,2,8 years ago,3989000.0,0.0,8
tablet,54656853359,Samsung Galaxy Tab A11 WiFi Kids Pack 4/64 GB - Gray,https://shopee.co.id/Samsung-Galaxy-Tab-A11-WiFi-Kids-Pack-4-64-GB-Gray-i.846350612.54656853359?extraParams=%7B%22display_model_id%22%3A335613525242%2C%22model_selection_logic%22%3A3%7D&sp_atk=facaba2a-6ac4-4842-9ef4-29cfa0da41d2&xptdk=facaba2a-6ac4-4842-9ef4-29cfa0da41d2,IDR,2999000.0,2999000.0,2999000.0,2999000.0,0,Mobile & Accessories,Tablets,Samsung,4.9,163.0,443.0,1.0,0.0,0.0,5.0,157.0,846350612,Samsung Exclusive Official Store,50300.0,232800.0,667.0,87.0,2,4 years ago,2999000.0,0.0,4
tablet,40267422754,Samsung Galaxy Tab S10 Lite WiFi 6/128GB - Coralred,https://shopee.co.id/Samsung-Galaxy-Tab-S10-Lite-WiFi-6-128GB-Coralred-i.52635036.40267422754?extraParams=%7B%22display_model_id%22%3A266436660938%2C%22model_selection_logic%22%3A3%7D&sp_atk=bef22b72-4874-425a-8927-edd52589684b&xptdk=bef22b72-4874-425a-8927-edd52589684b,IDR,6417800.0,6417800.0,6417800.0,6417800.0,0,Mobile & Accessories,Tablets,Samsung,4.9,295.0,753.0,1.0,0.0,6.0,14.0,273.0,52635036,Samsung Official Shop,1200000.0,3200000.0,1700.0,100.0,1,8 years ago,6417800.0,0.0,8
tablet,55306282143,"[ READY INSTANT ] Infinix XPAD 30E 4/128GB 4G | MediaTek Helio G80 | 11"" FHD+ 60Hz | 7200 mAh",https://shopee.co.id/-READY-INSTANT-Infinix-XPAD-30E-4-128GB-4G-MediaTek-Helio-G80-11-FHD-60Hz-7200-mAh-i.331211968.55306282143?extraParams=%7B%22display_model_id%22%3A445568528700%2C%22model_selection_logic%22%3A3%7D&sp_atk=cec2cb7d-20ae-444f-bcbd-80aa2c11b7f6&xptdk=cec2cb7d-20ae-444f-bcbd-80aa2c11b7f6,IDR,2574000.0,2574000.0,2574000.0,2574000.0,0,Mobile & Accessories,Tablets,Infinix,5.0,15.0,33.0,0.0,0.0,0.0,0.0,15.0,331211968,Depok Laptop,12000.0,5300.0,248.0,100.0,1,6 years ago,2574000.0,0.0,6
tablet,27993162097,INFINIX XPAD 20 PRO 8GB / 256GB GARANSI RESMI INDONESIA,https://shopee.co.id/INFINIX-XPAD-20-PRO-8GB-256GB-GARANSI-RESMI-INDONESIA-i.1367937206.27993162097?extraParams=%7B%22display_model_id%22%3A228178585788%2C%22model_selection_logic%22%3A3%7D&sp_atk=be69e49c-49cf-4168-8d37-3a6602fdf9b5&xptdk=be69e49c-49cf-4168-8d37-3a6602fdf9b5,IDR,4179000.0,4179000.0,4179000.0,4179000.0,0,Mobile & Accessories,Tablets,Infinix,5.0,16.0,37.0,0.0,0.0,0.0,0.0,16.0,1367937206,Gamer ID Authorized Store Depok,10400.0,7700.0,399.0,100.0,1,21 months ago,4179000.0,0.0,21
tablet,45007854647,Tagochi Tablet Anak Android XPAD 20 (RAM 16GB+ROM 1024GB) 8.1inch FHD+ Eye Comfort Display Wifi 5G Dual SIM Kids Study Tab - Garansi Resmi 1 Tahun,https://shopee.co.id/Tagochi-Tablet-Anak-Android-XPAD-20-(RAM-16GB-ROM-1024GB)-8.1inch-FHD-Eye-Comfort-Display-Wifi-5G-Dual-SIM-Kids-Study-Tab-Garansi-Resmi-1-Tahun-i.1442417671.45007854647?extraParams=%7B%22display_model_id%22%3A277487212090%2C%22model_selection_logic%22%3A3%7D&sp_atk=6ee04b5a-5254-4fb5-9f15-2f0a15304eda&xptdk=6ee04b5a-5254-4fb5-9f15-2f0a15304eda,IDR,2660000.0,2660000.0,1069999.0,1069999.0,60,Mobile & Accessories,Tablets,Other Tablets,4.6,57.0,139.0,2.0,1.0,2.0,6.0,46.0,1442417671,Tagochi Official Store,11000.0,14700.0,24.0,100.0,1,18 months ago,1069999.0,0.0,18
tablet,54108112414,Xiaomi Pad 7 (8/256GB) | Snapdragon 7+ Gen 3 | Layar 11.2 3.2K 144Hz Dolby Vision Atmos | Ultra-thin & lightweight | Xiaomi HyperAI [Official Store],https://shopee.co.id/Xiaomi-Pad-7-(8-256GB)-Snapdragon-7-Gen-3-Layar-11.2-3.2K-144Hz-Dolby-Vision-Atmos-Ultra-thin-lightweight-Xiaomi-HyperAI-Official-Store--i.1629948546.54108112414?extraParams=%7B%22display_model_id%22%3A395721125330%2C%22model_selection_logic%22%3A3%7D&sp_atk=ef9463ad-1a89-4f2b-9fef-ada1a29c27f4&xptdk=ef9463ad-1a89-4f2b-9fef-ada1a29c27f4,IDR,5499000.0,5499000.0,5498000.0,5498000.0,1,Mobile & Accessories,Tablets,Xiaomi,5.0,50.0,169.0,0.0,0.0,0.0,1.0,49.0,1629948546,Xiaomi Smart Life Official Store,17700.0,11200.0,152.0,94.0,2,10 months ago,5498000.0,0.0,10
tablet,41226928329,SMARTBERRY Kids Study Tab B96 - Tablet Android 4/128GB 7Inch 2Kamera Bluetooth Wifi Layar Jernih,https://shopee.co.id/SMARTBERRY-Kids-Study-Tab-B96-Tablet-Android-4-128GB-7Inch-2Kamera-Bluetooth-Wifi-Layar-Jernih-i.1082529330.41226928329?extraParams=%7B%22display_model_id%22%3A355237469019%2C%22model_selection_logic%22%3A3%7D&sp_atk=b7d3803f-9918-4cdf-877a-62fb3cd835dc&xptdk=b7d3803f-9918-4cdf-877a-62fb3cd835dc,IDR,894999.0,894999.0,894999.0,894999.0,0,Mobile & Accessories,Tablets,Other Tablets,4.9,768.0,1000.0,5.0,4.0,9.0,51.0,698.0,1082529330,Smartberry Official,18300.0,50600.0,45.0,100.0,1,33 months ago,894999.0,0.0,33
tablet,54504292060,[jikalaku] itel VistaTab 30 Pro 8/256GB Layar 13.0 FHD+ MediaTek Helio G99 Ultimate Battery 10000mAh Space Grey,https://shopee.co.id/-jikalaku-itel-VistaTab-30-Pro-8-256GB-Layar-13.0-FHD-MediaTek-Helio-G99-Ultimate-Battery-10000mAh-Space-Grey-i.272675535.54504292060?extraParams=%7B%22display_model_id%22%3A267384975873%2C%22model_selection_logic%22%3A3%7D&sp_atk=200baa72-eb71-42df-84d0-6516c81ef9e9&xptdk=200baa72-eb71-42df-84d0-6516c81ef9e9,IDR,3144800.0,3144800.0,3144800.0,3144800.0,0,Mobile & Accessories,Tablets,Other Tablets,5.0,12.0,28.0,0.0,0.0,0.0,0.0,12.0,272675535,jikaIaku,26800.0,15200.0,818.0,100.0,2,6 years ago,3144800.0,0.0,6
tablet,42562265869,Huawei Matepad 11.5 Papermatte Edition 2025 8/256GB [Garansi Resmi],https://shopee.co.id/Huawei-Matepad-11.5-Papermatte-Edition-2025-8-256GB-Garansi-Resmi--i.261010358.42562265869?extraParams=%7B%22display_model_id%22%3A266026706628%2C%22model_selection_logic%22%3A3%7D&sp_atk=f2009bd7-36ec-4376-b931-efa528224445&xptdk=f2009bd7-36ec-4376-b931-efa528224445,IDR,5999000.0,5999000.0,5999000.0,5999000.0,0,Mobile & Accessories,Tablets,Huawei,4.9,108.0,222.0,0.0,0.0,2.0,2.0,104.0,261010358,Cellular World Official Store,10700.0,16400.0,1700.0,99.0,2,6 years ago,5999000.0,0.0,6
tablet,25615676086,Hancdon Tablet Anak Android F12 10.1inch (RAM 12GB+ROM 512GB) FHD+ Eye Comfort Display Wifi 5G Dual SIM Kids Study Tab - Garansi Resmi 1 Tahun,https://shopee.co.id/Hancdon-Tablet-Anak-Android-F12-10.1inch-(RAM-12GB-ROM-512GB)-FHD-Eye-Comfort-Display-Wifi-5G-Dual-SIM-Kids-Study-Tab-Garansi-Resmi-1-Tahun-i.1176191951.25615676086?extraParams=%7B%22display_model_id%22%3A282219924196%2C%22model_selection_logic%22%3A3%7D&sp_atk=767ddf76-b477-4629-b62f-0ccd783910ab&xptdk=767ddf76-b477-4629-b62f-0ccd783910ab,IDR,2660000.0,2660000.0,1069999.0,1069999.0,60,Mobile & Accessories,Tablets,Other Tablets,4.4,357.0,761.0,33.0,11.0,8.0,33.0,272.0,1176191951,HANCDON ID Official Store,6000.0,15500.0,23.0,100.0,1,29 months ago,1069999.0,0.0,29
tablet,26332988152,Xiaomi Pad 7 (8/256GB) | Snapdragon 7+ Gen 3 | Layar 11.2 3.2K 144Hz Dolby Vision Atmos,https://shopee.co.id/Xiaomi-Pad-7-(8-256GB)-Snapdragon-7-Gen-3-Layar-11.2-3.2K-144Hz-Dolby-Vision-Atmos-i.937622753.26332988152?extraParams=%7B%22display_model_id%22%3A185979183671%2C%22model_selection_logic%22%3A3%7D&sp_atk=7a9c2707-11e9-4a67-b13c-29904cf40472&xptdk=7a9c2707-11e9-4a67-b13c-29904cf40472,IDR,7399000.0,7399000.0,5519000.0,5519000.0,25,Mobile & Accessories,Tablets,Xiaomi,4.9,180.0,431.0,0.0,0.0,1.0,11.0,168.0,937622753,Agres Plus,43200.0,18600.0,1400.0,100.0,2,3 years ago,5519000.0,0.0,3
tablet,44658245537,Apple iPad Pro M5 2025 11-Inch WiFi Only 2TB 1TB 512GB 256GB Garansi 1 Tahun,https://shopee.co.id/Apple-iPad-Pro-M5-2025-11-Inch-WiFi-Only-2TB-1TB-512GB-256GB-Garansi-1-Tahun-i.1639279615.44658245537?extraParams=%7B%22display_model_id%22%3A297506139751%2C%22model_selection_logic%22%3A3%7D&sp_atk=3f176baa-39ae-469a-b1d1-caede5238eb5&xptdk=3f176baa-39ae-469a-b1d1-caede5238eb5,IDR,24799000.0,24799000.0,24799000.0,24799000.0,0,Mobile & Accessories,Tablets,Apple,5.0,6.0,19.0,0.0,0.0,0.0,0.0,6.0,1639279615,Distri Ponsel Official Store,1700.0,4700.0,347.0,100.0,2,9 months ago,24799000.0,0.0,9
